CybORG v2.1, Scenario2, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: MJones, team: MJones, technique: MJones
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -168.37399999999997, standard deviation 72.81208915607849
actions: [('DecoyHarakaSMPT Op_Host1', 'DiscoverRemoteSystems 10.0.99.112/28'), ('DecoyVsftpd Defender', 'DiscoverNetworkServices 10.0.99.124'), ('DecoyHarakaSMPT User0', 'ExploitRemoteService 10.0.99.124'), ('DecoyApache Enterprise2', 'PrivilegeEscalate User2'), ('DecoyTomcat Op_Host0', 'DiscoverNetworkServices 10.0.12.221'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.12.221'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoySvchost User1', 'DiscoverRemoteSystems 10.0.12.208/28'), ('DecoyHarakaSMPT User0', 'DiscoverNetworkServices 10.0.12.211'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.12.211'), ('DecoyTomcat Op_Host2', 'PrivilegeEscalate Enterprise2'), ('DecoyTomcat Op_Host0', 'DiscoverNetworkServices 10.0.106.51'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.106.51'), ('Analyse Defender', 'PrivilegeEscalate Op_Server0'), ('Restore Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Restore User2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoySSHD User1', 'Impact Op_Server0'), ('DecoyVsftpd Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host2', 'Impact Op_Server0'), ('DecoySSHD Op_Host0', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Server0', 'Impact Op_Server0'), ('DecoyHarakaSMPT User2', 'Impact Op_Server0'), ('DecoySmss User4', 'Impact Op_Server0'), ('DecoySmss Enterprise1', 'Impact Op_Server0'), ('DecoySvchost User1', 'Impact Op_Server0'), ('DecoyVsftpd User4', 'Impact Op_Server0')], total reward: -208.5
actions: [('DecoyHarakaSMPT User0', 'DiscoverRemoteSystems 10.0.74.192/28'), ('Restore Enterprise1', 'DiscoverNetworkServices 10.0.74.206'), ('DecoyHarakaSMPT Op_Host2', 'ExploitRemoteService 10.0.74.206'), ('DecoySmss Op_Host2', 'PrivilegeEscalate User3'), ('Remove User2', 'DiscoverNetworkServices 10.0.225.199'), ('DecoyTomcat User3', 'ExploitRemoteService 10.0.225.199'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise0'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.225.192/28'), ('DecoySSHD User0', 'DiscoverNetworkServices 10.0.225.195'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.225.195'), ('DecoySSHD Op_Host1', 'ExploitRemoteService 10.0.225.199'), ('DecoySvchost Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'DiscoverRemoteSystems 10.0.225.192/28'), ('DecoySSHD User0', 'DiscoverNetworkServices 10.0.225.195'), ('DecoyApache User1', 'ExploitRemoteService 10.0.225.195'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('DecoyVsftpd User1', 'DiscoverNetworkServices 10.0.46.140'), ('DecoyTomcat Enterprise2', 'ExploitRemoteService 10.0.46.140'), ('DecoySSHD Op_Host1', 'PrivilegeEscalate Op_Server0'), ('DecoySmss User2', 'Impact Op_Server0'), ('Restore User0', 'Impact Op_Server0'), ('Restore Op_Server0', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host2', 'PrivilegeEscalate Op_Server0'), ('DecoyHarakaSMPT Op_Host1', 'ExploitRemoteService 10.0.46.140'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoySSHD Op_Host1', 'Impact Op_Server0'), ('DecoySSHD User4', 'Impact Op_Server0'), ('Restore Op_Server0', 'Impact Op_Server0'), ('DecoyHarakaSMPT User1', 'PrivilegeEscalate Op_Server0'), ('DecoySSHD Enterprise1', 'ExploitRemoteService 10.0.46.140')], total reward: -71.79999999999998
actions: [('Restore Op_Host0', 'DiscoverRemoteSystems 10.0.84.0/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.84.13'), ('DecoySSHD User1', 'ExploitRemoteService 10.0.84.13'), ('DecoySSHD Enterprise2', 'PrivilegeEscalate User4'), ('DecoyHarakaSMPT Op_Host0', 'DiscoverNetworkServices 10.0.200.93'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.200.93'), ('DecoySvchost User2', 'PrivilegeEscalate Enterprise0'), ('DecoyHarakaSMPT Op_Host0', 'DiscoverRemoteSystems 10.0.200.80/28'), ('Restore Enterprise2', 'DiscoverNetworkServices 10.0.200.88'), ('DecoySvchost User1', 'ExploitRemoteService 10.0.200.88'), ('DecoySvchost Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyHarakaSMPT User3', 'DiscoverNetworkServices 10.0.167.36'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.167.36'), ('Remove Op_Host1', 'PrivilegeEscalate Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoySvchost Enterprise2', 'Impact Op_Server0'), ('DecoyTomcat User4', 'Impact Op_Server0'), ('DecoySvchost Op_Host0', 'Impact Op_Server0'), ('DecoySSHD Op_Host1', 'Impact Op_Server0'), ('DecoyVsftpd User0', 'Impact Op_Server0'), ('Restore User0', 'Impact Op_Server0'), ('DecoySSHD User3', 'Impact Op_Server0'), ('DecoySvchost Enterprise1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Restore User4', 'Impact Op_Server0'), ('DecoyVsftpd User4', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host0', 'Impact Op_Server0'), ('DecoyHarakaSMPT User4', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0')], total reward: -227.29999999999995
actions: [('Restore Enterprise2', 'DiscoverRemoteSystems 10.0.48.48/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.48.57'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.48.57'), ('DecoySvchost Op_Host1', 'PrivilegeEscalate User1'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.45.129'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.45.129'), ('DecoyTomcat Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoySmss Op_Host1', 'DiscoverRemoteSystems 10.0.45.128/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.45.135'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.45.135'), ('DecoySvchost User2', 'PrivilegeEscalate Enterprise2'), ('DecoySmss Op_Host0', 'DiscoverNetworkServices 10.0.121.219'), ('DecoySvchost Enterprise0', 'ExploitRemoteService 10.0.121.219'), ('DecoySSHD User4', 'PrivilegeEscalate Op_Server0'), ('DecoyHarakaSMPT Op_Host1', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Host1', 'Impact Op_Server0'), ('Restore Enterprise1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyVsftpd User2', 'Impact Op_Server0'), ('DecoySSHD Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyVsftpd Defender', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoySSHD Op_Host2', 'Impact Op_Server0'), ('DecoySvchost User4', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyHarakaSMPT User1', 'Impact Op_Server0')], total reward: -211.79999999999993
actions: [('Restore User3', 'DiscoverRemoteSystems 10.0.41.48/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.41.52'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.41.52'), ('DecoyTomcat Enterprise2', 'PrivilegeEscalate User3'), ('DecoySmss Op_Server0', 'DiscoverNetworkServices 10.0.249.139'), ('DecoyApache User2', 'ExploitRemoteService 10.0.249.139'), ('DecoySSHD Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Restore Op_Host0', 'DiscoverRemoteSystems 10.0.249.128/28'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.249.130'), ('DecoyTomcat Op_Host2', 'ExploitRemoteService 10.0.249.130'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoySmss Op_Server0', 'DiscoverNetworkServices 10.0.153.211'), ('DecoySmss User2', 'ExploitRemoteService 10.0.153.211'), ('DecoyVsftpd User1', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Restore User0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyHarakaSMPT User1', 'Impact Op_Server0'), ('DecoyVsftpd User4', 'Impact Op_Server0'), ('DecoyTomcat Defender', 'Impact Op_Server0'), ('Restore User2', 'Impact Op_Server0'), ('Restore User1', 'Impact Op_Server0'), ('DecoySSHD Defender', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoySSHD User2', 'Impact Op_Server0'), ('DecoySvchost Op_Host0', 'Impact Op_Server0'), ('Restore Enterprise2', 'Impact Op_Server0'), ('DecoySvchost Enterprise1', 'Impact Op_Server0'), ('DecoySvchost User1', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0')], total reward: -225.79999999999993
actions: [('DecoyFemitter Op_Host0', 'DiscoverRemoteSystems 10.0.130.240/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.130.254'), ('DecoyHarakaSMPT User0', 'ExploitRemoteService 10.0.130.254'), ('DecoyApache User0', 'PrivilegeEscalate User1'), ('DecoyVsftpd Defender', 'DiscoverNetworkServices 10.0.3.210'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.3.210'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'DiscoverRemoteSystems 10.0.3.208/28'), ('DecoySvchost User0', 'DiscoverNetworkServices 10.0.3.209'), ('DecoySvchost Op_Host0', 'ExploitRemoteService 10.0.3.209'), ('DecoySmss User3', 'PrivilegeEscalate Enterprise2'), ('DecoySSHD User1', 'DiscoverNetworkServices 10.0.132.27'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.132.27'), ('DecoyTomcat Op_Host1', 'PrivilegeEscalate Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyTomcat User1', 'Impact Op_Server0'), ('DecoySvchost User1', 'Impact Op_Server0'), ('DecoyTomcat Op_Host1', 'Impact Op_Server0'), ('DecoyHarakaSMPT Enterprise2', 'Impact Op_Server0'), ('DecoySmss Defender', 'Impact Op_Server0'), ('DecoySSHD User3', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoySvchost User3', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoySSHD Op_Server0', 'Impact Op_Server0'), ('DecoySSHD Op_Host2', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Host2', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyHarakaSMPT Enterprise1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoySSHD Op_Host1', 'DiscoverRemoteSystems 10.0.25.144/28'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.25.155'), ('DecoySmss Op_Host2', 'ExploitRemoteService 10.0.25.155'), ('DecoyVsftpd Op_Server0', 'ExploitRemoteService 10.0.25.155'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.25.25'), ('DecoyVsftpd Enterprise1', 'ExploitRemoteService 10.0.25.25'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyVsftpd Defender', 'DiscoverRemoteSystems 10.0.25.16/28'), ('DecoyVsftpd Enterprise2', 'DiscoverNetworkServices 10.0.25.28'), ('DecoySvchost User1', 'ExploitRemoteService 10.0.25.28'), ('DecoyHarakaSMPT User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.133.44'), ('DecoySvchost Op_Host2', 'ExploitRemoteService 10.0.133.44'), ('Restore Op_Server0', 'ExploitRemoteService 10.0.25.28'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('DecoySmss User4', 'DiscoverNetworkServices 10.0.133.44'), ('DecoySmss User1', 'ExploitRemoteService 10.0.133.44'), ('DecoyTomcat User2', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoySmss User2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoySvchost Op_Host2', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Restore Enterprise2', 'Impact Op_Server0'), ('DecoyTomcat Enterprise1', 'Impact Op_Server0'), ('DecoySmss User0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0')], total reward: -53.70000000000002
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.144.80/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.144.81'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.144.81'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate User4'), ('Restore Defender', 'DiscoverNetworkServices 10.0.26.71'), ('Sleep', 'ExploitRemoteService 10.0.26.71'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.26.64/28'), ('DecoySmss User0', 'DiscoverNetworkServices 10.0.26.68'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.26.68'), ('Restore User0', 'PrivilegeEscalate Enterprise2'), ('DecoyVsftpd Enterprise2', 'DiscoverNetworkServices 10.0.138.132'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.138.132'), ('DecoyVsftpd User4', 'PrivilegeEscalate Op_Server0'), ('DecoyVsftpd Op_Host2', 'Impact Op_Server0'), ('DecoyVsftpd Enterprise2', 'Impact Op_Server0'), ('DecoyHarakaSMPT User2', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host2', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Restore Op_Host1', 'Impact Op_Server0'), ('DecoySSHD Enterprise2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoySvchost Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyTomcat Op_Host1', 'Impact Op_Server0'), ('DecoySvchost User3', 'Impact Op_Server0')], total reward: -227.79999999999993
actions: [('DecoySmss Op_Host0', 'DiscoverRemoteSystems 10.0.231.48/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.231.59'), ('DecoyTomcat User2', 'ExploitRemoteService 10.0.231.59'), ('Restore User0', 'PrivilegeEscalate User4'), ('DecoyTomcat Op_Server0', 'DiscoverNetworkServices 10.0.142.149'), ('Analyse User4', 'ExploitRemoteService 10.0.142.149'), ('DecoySvchost Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoySSHD Op_Host1', 'DiscoverRemoteSystems 10.0.142.144/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.142.157'), ('DecoySvchost Defender', 'ExploitRemoteService 10.0.142.157'), ('DecoyFemitter User4', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.1.81'), ('DecoyTomcat Op_Host1', 'ExploitRemoteService 10.0.1.81'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.142.157'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoySvchost Op_Host0', 'DiscoverNetworkServices 10.0.1.81'), ('DecoyHarakaSMPT Enterprise1', 'ExploitRemoteService 10.0.1.81'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyVsftpd Defender', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyHarakaSMPT User3', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Restore Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User3', 'ExploitRemoteService 10.0.1.81'), ('DecoySSHD Enterprise1', 'ExploitRemoteService 10.0.142.157')], total reward: -137.79999999999995
actions: [('Restore User1', 'DiscoverRemoteSystems 10.0.18.0/28'), ('DecoySvchost Enterprise0', 'DiscoverNetworkServices 10.0.18.10'), ('DecoySmss Op_Server0', 'ExploitRemoteService 10.0.18.10'), ('Restore Enterprise0', 'PrivilegeEscalate User4'), ('DecoyTomcat Op_Host0', 'DiscoverNetworkServices 10.0.175.56'), ('DecoyVsftpd Defender', 'ExploitRemoteService 10.0.175.56'), ('DecoyHarakaSMPT User2', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'DiscoverRemoteSystems 10.0.175.48/28'), ('DecoySmss Enterprise2', 'DiscoverNetworkServices 10.0.175.49'), ('DecoyHarakaSMPT Op_Server0', 'ExploitRemoteService 10.0.175.49'), ('Analyse User4', 'PrivilegeEscalate Enterprise2'), ('DecoyHarakaSMPT User2', 'DiscoverNetworkServices 10.0.69.185'), ('DecoyHarakaSMPT User0', 'ExploitRemoteService 10.0.69.185'), ('DecoySvchost User3', 'ExploitRemoteService 10.0.175.49'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Restore Op_Host0', 'DiscoverNetworkServices 10.0.69.185'), ('DecoySvchost Enterprise1', 'ExploitRemoteService 10.0.69.185'), ('DecoySSHD User1', 'ExploitRemoteService 10.0.175.49'), ('DecoyHarakaSMPT User2', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.69.185'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.69.185'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.175.49'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Restore User0', 'DiscoverNetworkServices 10.0.69.185'), ('Restore User3', 'ExploitRemoteService 10.0.69.185'), ('DecoySmss Enterprise1', 'ExploitRemoteService 10.0.175.49'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise2'), ('DecoySmss User1', 'DiscoverNetworkServices 10.0.69.185'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.69.185'), ('DecoyHarakaSMPT User4', 'ExploitRemoteService 10.0.175.49')], total reward: -51.80000000000002
actions: [('Analyse User1', 'DiscoverRemoteSystems 10.0.53.0/28'), ('DecoySmss Op_Host1', 'DiscoverNetworkServices 10.0.53.9'), ('DecoyTomcat User3', 'ExploitRemoteService 10.0.53.9'), ('Analyse User3', 'PrivilegeEscalate User1'), ('DecoyTomcat Op_Server0', 'DiscoverNetworkServices 10.0.92.253'), ('DecoySmss Enterprise0', 'ExploitRemoteService 10.0.92.253'), ('DecoySSHD Op_Host2', 'ExploitRemoteService 10.0.53.9'), ('Sleep', 'PrivilegeEscalate User1'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.92.253'), ('DecoyTomcat User0', 'ExploitRemoteService 10.0.92.253'), ('DecoyHarakaSMPT User3', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.92.240/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.92.246'), ('DecoyVsftpd Op_Host0', 'ExploitRemoteService 10.0.92.246'), ('DecoyHarakaSMPT User2', 'PrivilegeEscalate Enterprise2'), ('DecoyTomcat User3', 'DiscoverNetworkServices 10.0.104.34'), ('Restore Enterprise0', 'ExploitRemoteService 10.0.104.34'), ('Restore Enterprise0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyVsftpd User3', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoySSHD User1', 'Impact Op_Server0'), ('DecoySSHD User1', 'Impact Op_Server0'), ('DecoySvchost User3', 'Impact Op_Server0'), ('DecoyTomcat User4', 'Impact Op_Server0'), ('DecoySvchost User1', 'Impact Op_Server0'), ('DecoySSHD User1', 'Impact Op_Server0'), ('DecoyTomcat Enterprise0', 'Impact Op_Server0'), ('DecoyVsftpd Op_Host2', 'Impact Op_Server0')], total reward: -173.79999999999995
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.0.240/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.0.242'), ('DecoySSHD User4', 'ExploitRemoteService 10.0.0.242'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.189.248'), ('Remove User3', 'ExploitRemoteService 10.0.189.248'), ('Restore User1', 'PrivilegeEscalate Enterprise1'), ('DecoySSHD Enterprise1', 'DiscoverRemoteSystems 10.0.189.240/28'), ('Restore User1', 'DiscoverNetworkServices 10.0.189.250'), ('DecoyHarakaSMPT Defender', 'ExploitRemoteService 10.0.189.250'), ('DecoySSHD User2', 'ExploitRemoteService 10.0.189.248'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.189.240/28'), ('DecoyHarakaSMPT Op_Host0', 'DiscoverNetworkServices 10.0.189.250'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.189.250'), ('DecoySvchost Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.49.209'), ('DecoyApache User4', 'ExploitRemoteService 10.0.49.209'), ('Restore Defender', 'PrivilegeEscalate Op_Server0'), ('Restore User0', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Server0', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Host0', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Host1', 'Impact Op_Server0'), ('DecoyHarakaSMPT Enterprise0', 'Impact Op_Server0'), ('DecoySmss Op_Host0', 'Impact Op_Server0'), ('Restore Op_Host2', 'Impact Op_Server0'), ('DecoyTomcat Op_Server0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoySmss Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0')], total reward: -168.79999999999998
actions: [('DecoyTomcat User1', 'DiscoverRemoteSystems 10.0.189.112/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.189.119'), ('Analyse User3', 'ExploitRemoteService 10.0.189.119'), ('DecoySmss User0', 'PrivilegeEscalate User2'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.235.169'), ('DecoyApache User4', 'ExploitRemoteService 10.0.235.169'), ('DecoyHarakaSMPT Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.235.160/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.235.171'), ('DecoyHarakaSMPT User4', 'ExploitRemoteService 10.0.235.171'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.114.94'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.114.94'), ('Restore User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoySvchost Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoySvchost User4', 'Impact Op_Server0'), ('DecoySmss Op_Host1', 'Impact Op_Server0'), ('DecoyVsftpd User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyVsftpd User1', 'Impact Op_Server0'), ('DecoySSHD User1', 'Impact Op_Server0'), ('DecoyTomcat User0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoySvchost User4', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -224.79999999999993
actions: [('DecoySmss Op_Server0', 'DiscoverRemoteSystems 10.0.253.48/28'), ('DecoySSHD Op_Server0', 'DiscoverNetworkServices 10.0.253.52'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.253.52'), ('DecoySvchost Op_Host1', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.55.37'), ('DecoyTomcat User3', 'ExploitRemoteService 10.0.55.37'), ('DecoyTomcat User4', 'PrivilegeEscalate Enterprise0'), ('DecoyHarakaSMPT User4', 'DiscoverRemoteSystems 10.0.55.32/28'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.55.34'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.55.34'), ('Restore Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.138.129'), ('DecoyVsftpd Enterprise0', 'ExploitRemoteService 10.0.138.129'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyHarakaSMPT User4', 'Impact Op_Server0'), ('DecoySmss Enterprise2', 'Impact Op_Server0'), ('DecoySvchost Op_Host0', 'Impact Op_Server0'), ('DecoyTomcat User3', 'Impact Op_Server0'), ('DecoyHarakaSMPT User4', 'Impact Op_Server0'), ('DecoyVsftpd User1', 'Impact Op_Server0'), ('Restore Op_Host0', 'Impact Op_Server0'), ('DecoyHarakaSMPT Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoySvchost Enterprise0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoySvchost User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0')], total reward: -225.79999999999993
